CrossName,Gender,Phenotype,Birth.Date,Death.Date,Accidental,Notes
SUN2,FEmale,WT,8/1/2013,9/20/2013,FALSE,
SPIRAL4,MALE,SB,7/27/2013,9/20/2013,FALSE,
SUN2,MALE,SB,8/1/2013,9/20/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,9/20/2013,FALSE,
PLANET2,MALE,SB,7/30/2013,9/20/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,9/20/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,9/20/2013,FALSE,
WAVE2,MALE,SB,7/30/2013,9/20/2013,FALSE,
SUN2,MALE,WT,7/30/2013,9/20/2013,FALSE,
PLANET1,MALE,SB,7/25/2013,9/20/2013,FALSE,
PLANET1,MALE,SB,7/25/2013,9/20/2013,FALSE,
STAR1,MALE,SB,7/27/2013,9/20/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,9/20/2013,FALSE,
SPIRALSPIRALSPIRAL1,FEmale,WT,7/26/2013,9/20/2013,FALSE,
SUNSUN2,MALE,SB,7/30/2013,9/20/2013,FALSE,
SUNSUN2,MALE,SB,7/31/2013,9/20/2013,FALSE,
SUNSUN2,MALE,SB,7/31/2013,9/20/2013,FALSE,
SUNSUN2,MALE,SB,7/31/2013,9/20/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,9/20/2013,FALSE,
CRESENTCRESENT1,MALE,WT,7/27/2013,9/20/2013,FALSE,
CRESENTCRESENT1,MALE,WT,7/27/2013,9/20/2013,FALSE,
CRESENT2,MALE,SB,7/29/2013,9/20/2013,FALSE,
CRESENT2,MALE,SB,7/29/2013,9/20/2013,FALSE,
SUN1,MALE,WT,7/25/2013,9/20/2013,FALSE,
SPIRAL1,MALE,WT,7/25/2013,9/20/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/20/2013,FALSE,
STARSTAR1,FEmale,SB,7/25/2013,9/20/2013,FALSE,
STARSTAR1,FEmale,SB,7/25/2013,9/20/2013,FALSE,
STARSTAR1,FEmale,SB,7/25/2013,9/20/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,9/20/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,9/20/2013,FALSE,
SPIRAL1,MALE,SB,7/26/2013,9/20/2013,FALSE,
WAVEWAVE2,FEmale,SB,7/30/2013,9/20/2013,FALSE,
SUN2,MALE,WT,7/30/2013,9/20/2013,FALSE,
HEART2,MALE,SB,7/30/2013,9/20/2013,FALSE,
HEART2,MALE,SB,7/30/2013,9/20/2013,FALSE,
CRESENTCRESENT2,FEmale,SB,7/30/2013,9/20/2013,FALSE,
STAR1,MALE,SB,7/25/2013,9/20/2013,FALSE,
WAVEWAVE2,MALE,SB,7/30/2013,9/20/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,9/20/2013,FALSE,
PLANETPLANET2,MALE,WT,7/30/2013,9/20/2013,FALSE,
WAVEWAVE2,MALE,WT,7/30/2013,9/20/2013,FALSE,
SUNSUN1,MALE,SB,7/25/2013,9/20/2013,FALSE,
SPIRALSPIRAL1,MALE,SB,7/26/2013,9/20/2013,FALSE,
PLANETPLANET1,FEmale,WT,7/27/2013,9/20/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,9/20/2013,FALSE,
PLANET2,MALE,SB,7/30/2013,9/24/2013,FALSE,
PLANET2,MALE,SB,7/30/2013,9/24/2013,FALSE,
SPIRAL4,MALE,SB,7/27/2013,9/24/2013,FALSE,
SPIRAL4,MALE,SB,7/27/2013,9/24/2013,FALSE,
SPIRAL4,MALE,SB,7/27/2013,9/24/2013,FALSE,
SPIRAL4,MALE,SB,7/27/2013,9/24/2013,FALSE,
SUN2,MALE,WT,7/30/2013,9/24/2013,FALSE,
SUNSUN2,MALE,SB,7/30/2013,9/24/2013,FALSE,
SUNSUN2,MALE,SB,7/30/2013,9/24/2013,FALSE,
SPIRALSPIRALSPIRAL2,MALE,SB,8/20/2013,9/24/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,9/24/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,9/24/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,9/24/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,9/24/2013,FALSE,
WAVEWAVE1,MALE,WT,7/25/2013,9/24/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,9/24/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,9/24/2013,FALSE,
HEART1,MALE,SB,7/27/2013,9/24/2013,FALSE,
HEART1,MALE,SB,7/27/2013,9/24/2013,FALSE,
CRESENTCRESENT1,MALE,SB,7/27/2013,9/24/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,9/24/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,9/24/2013,FALSE,
CRESENT2,MALE,WT,7/30/2013,9/24/2013,FALSE,
SUN1,MALE,SB,7/26/2013,9/24/2013,FALSE,
PLANET1,MALE,SB,7/25/2013,9/24/2013,FALSE,
PLANET1,MALE,SB,7/25/2013,9/24/2013,FALSE,
STARSTAR1,MALE,SB,7/26/2013,9/24/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,9/24/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,9/24/2013,FALSE,
STARSTAR1,FEmale,WT,7/25/2013,9/24/2013,FALSE,
STARSTAR1,FEmale,WT,7/25/2013,9/24/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,9/24/2013,FALSE,
SUN2,MALE,WT,8/1/2013,9/24/2013,FALSE,
SUN2,MALE,WT,8/1/2013,9/24/2013,FALSE,
STAR1,FEmale,SB,7/27/2013,9/24/2013,FALSE,
STAR1,FEmale,SB,7/27/2013,9/24/2013,FALSE,
STAR1,FEmale,SB,7/27/2013,9/24/2013,FALSE,
STAR1,FEmale,SB,7/27/2013,9/24/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,9/24/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,9/24/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,9/24/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,9/24/2013,FALSE,
WAVE1,MALE,WT,7/30/2013,9/24/2013,FALSE,
WAVE1,MALE,WT,7/30/2013,9/24/2013,FALSE,
WAVE1,MALE,WT,7/30/2013,9/24/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,9/24/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,9/24/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,9/24/2013,FALSE,
SUN1,FEmale,SB,7/26/2013,9/24/2013,FALSE,
HEART1,MALE,SB,7/25/2013,9/24/2013,FALSE,
HEART1,MALE,SB,7/25/2013,9/24/2013,FALSE,
HEART1,MALE,SB,7/25/2013,9/24/2013,FALSE,
HEART1,MALE,SB,7/25/2013,9/24/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,9/24/2013,FALSE,
HEART1,MALE,WT,7/27/2013,9/24/2013,FALSE,
STAR1,MALE,SB,7/27/2013,9/24/2013,FALSE,
STARSTAR1,FEmale,SB,7/25/2013,9/24/2013,FALSE,
STARSTAR1,FEmale,SB,7/25/2013,9/24/2013,FALSE,
WAVEWAVE1,MALE,WT,7/27/2013,9/24/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,9/24/2013,FALSE,
WAVEWAVE2,FEmale,SB,7/30/2013,9/24/2013,FALSE,
WAVEWAVE2,FEmale,SB,7/30/2013,9/24/2013,FALSE,
PLANET2,MALE,WT,7/30/2013,9/24/2013,FALSE,
PLANET2,MALE,WT,7/30/2013,9/24/2013,FALSE,
PLANET2,MALE,WT,7/30/2013,9/24/2013,FALSE,
WAVE1,MALE,SB,7/30/2013,9/24/2013,FALSE,
WAVE1,MALE,SB,7/30/2013,9/24/2013,FALSE,
WAVE1,MALE,SB,7/30/2013,9/24/2013,FALSE,
CRESENT1,MALE,SB,7/26/2013,9/24/2013,FALSE,
CRESENT1,MALE,SB,7/26/2013,9/24/2013,FALSE,
CRESENT1,MALE,SB,7/26/2013,9/24/2013,FALSE,
STARSTAR1,MALE,SB,7/28/2013,9/24/2013,FALSE,
SPIRAL1,MALE,SB,7/27/2013,9/24/2013,FALSE,
STARSTAR1,FEmale,SB,7/26/2013,9/24/2013,FALSE,
STARSTAR1,FEmale,SB,7/26/2013,9/24/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/24/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/24/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/24/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/24/2013,FALSE,
PLANET2,FEmale,SB,8/2/2013,9/24/2013,FALSE,
SUN2,FEmale,WT,7/30/2013,9/24/2013,FALSE,
STARSTAR2,MALE,WT,7/30/2013,9/24/2013,FALSE,
STARSTAR2,MALE,WT,7/30/2013,9/24/2013,FALSE,
PLANET1,MALE,WT,7/25/2013,9/24/2013,FALSE,
SUNSUN1,FEmale,WT,7/15/2013,9/24/2013,FALSE,
SUNSUN2,MALE,SB,7/31/2013,9/24/2013,FALSE,
SUNSUN2,MALE,SB,7/31/2013,9/24/2013,FALSE,
SUNSUN2,MALE,SB,7/31/2013,9/24/2013,FALSE,
SUNSUN2,MALE,SB,7/31/2013,9/24/2013,FALSE,
SPIRALSPIRALSPIRAL3,MALE,SB,8/23/2013,9/24/2013,FALSE,
SPIRALSPIRALSPIRAL1,FEmale,SB,7/26/2013,9/24/2013,FALSE,
STAR1,MALE,WT,7/25/2013,9/25/2013,FALSE,
SPIRAL1,FEmale,SB,7/25/2013,9/25/2013,FALSE,
SPIRAL1,FEmale,SB,7/25/2013,9/25/2013,FALSE,
SPIRAL1,FEmale,SB,7/25/2013,9/25/2013,FALSE,
SUNSUN2,MALE,WT,7/31/2013,9/25/2013,FALSE,
CRESENT2,FEmale,SB,7/29/2013,9/25/2013,FALSE,
HEART2,MALE,WT,7/30/2013,9/25/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
WAVEWAVE2,MALE,WT,7/30/2013,9/25/2013,FALSE,
WAVEWAVE2,MALE,WT,7/30/2013,9/25/2013,FALSE,
WAVEWAVE2,MALE,WT,7/30/2013,9/25/2013,FALSE,
WAVEWAVE2,MALE,?,7/30/2013,9/25/2013,FALSE,
PLANETPLANET2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
PLANETPLANET2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
PLANETPLANET2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
SUN2,MALE,SB,7/30/2013,9/25/2013,FALSE,
SUN2,MALE,SB,7/30/2013,9/25/2013,FALSE,
SUN2,MALE,SB,7/30/2013,9/25/2013,FALSE,
CRESENT1,MALE,SB,7/29/2013,9/25/2013,FALSE,
CRESENT1,MALE,SB,7/29/2013,9/25/2013,FALSE,
STARSTAR2,FEmale,?,7/30/2013,9/25/2013,FALSE,
STARSTAR2,FEmale,?,7/30/2013,9/25/2013,FALSE,
HEART2,MALE,SB,7/30/2013,9/25/2013,FALSE,
WAVE2,MALE,SB,7/30/2013,9/25/2013,FALSE,
STAR1,MALE,SB,7/25/2013,9/25/2013,FALSE,
CRESENTCRESENT2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
CRESENTCRESENT2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
CRESENT1,MALE,SB,7/29/2013,9/25/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,9/25/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/25/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/25/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/25/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/25/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,9/25/2013,FALSE,
PLANETPLANET1,MALE,SB,7/27/2013,9/25/2013,FALSE,
PLANETPLANET1,MALE,SB,7/27/2013,9/25/2013,FALSE,
SUNSUN1,MALE,?,7/25/2013,9/25/2013,FALSE,
CRESENT1,FEmale,SB,7/28/2013,9/25/2013,FALSE,
CRESENT1,FEmale,SB,7/28/2013,9/25/2013,FALSE,
SPIRALSPIRAL2,MALE,SB,7/31/2013,9/25/2013,FALSE,
SPIRALSPIRAL2,MALE,SB,7/31/2013,9/25/2013,FALSE,
SPIRALSPIRAL2,MALE,SB,7/31/2013,9/25/2013,FALSE,
SPIRALSPIRAL2,MALE,SB,7/31/2013,9/25/2013,FALSE,
CRESENT2,MALE,SB,7/29/2013,9/25/2013,FALSE,
HEARTHEART2,MALE,WT,7/30/2013,9/25/2013,FALSE,
HEARTHEART2,MALE,WT,7/30/2013,9/25/2013,FALSE,
HEARTHEART2,MALE,WT,7/30/2013,9/25/2013,FALSE,
WAVE1,MALE,SB,7/28/2013,9/25/2013,FALSE,
WAVE1,MALE,SB,7/28/2013,9/25/2013,FALSE,
STAR1,MALE,WT,7/27/2013,9/25/2013,FALSE,
STAR1,MALE,WT,7/27/2013,9/25/2013,FALSE,
SPIRAL1,MALE,SB,7/26/2013,9/25/2013,FALSE,
SPIRAL1,MALE,SB,7/26/2013,9/25/2013,FALSE,
PLANET2,FEmale,WT,7/30/2013,9/25/2013,FALSE,
PLANET2,FEmale,WT,7/30/2013,9/25/2013,FALSE,
PLANET2,FEmale,WT,7/30/2013,9/25/2013,FALSE,
CRESENTCRESENT1,MALE,SB,7/27/2013,9/25/2013,FALSE,
HEARTHEART1,MALE,WT,7/28/2013,9/25/2013,FALSE,
CRESENTCRESENT1,MALE,WT,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/25/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/25/2013,FALSE,
HEART1,FEmale,SB,7/25/2013,9/25/2013,FALSE,
SPIRAL1,MALE,WT,7/25/2013,9/25/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,9/25/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,9/25/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,9/25/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,9/25/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,9/25/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,9/25/2013,FALSE,
WAVE1,MALE,WT,7/26/2013,9/25/2013,FALSE,
WAVE1,MALE,WT,7/26/2013,9/25/2013,FALSE,
WAVEWAVE2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,9/25/2013,FALSE,
SUNSUN1,MALE,SB,7/25/2013,9/25/2013,FALSE,
WAVEWAVE2,MALE,SB,7/30/2013,9/25/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,9/25/2013,FALSE,
STARSTAR2,FEmale,WT,7/30/2013,9/25/2013,FALSE,
PLANET2,MALE,SB,7/30/2013,9/27/2013,FALSE,
CRESENT2,MALE,WT,7/30/2013,9/27/2013,FALSE,
WAVE1,MALE,WT,7/28/2013,9/27/2013,FALSE,
HEARTHEART2,FEmale,WT,7/30/2013,9/27/2013,FALSE,
STARSTAR1,MALE,SB,7/26/2013,9/27/2013,FALSE,
STARSTAR1,MALE,SB,7/26/2013,9/27/2013,FALSE,
CRESENTCRESENT2,FEmale,WT,7/30/2013,9/27/2013,FALSE,
WAVEWAVE1,MALE,SB,7/27/2013,9/27/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,9/27/2013,FALSE,
CRESENT1,FEmale,SB,7/27/2013,9/27/2013,FALSE,
CRESENT1,FEmale,SB,7/27/2013,9/27/2013,FALSE,
CRESENT1,FEmale,SB,7/27/2013,9/27/2013,FALSE,
WAVEWAVE2,FEmale,SB,7/30/2013,9/27/2013,FALSE,
CRESENT1,MALE,SB,7/26/2013,9/27/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,9/27/2013,FALSE,
CRESENTCRESENT1,MALE,WT,7/27/2013,9/27/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,9/27/2013,FALSE,
PLANETPLANET1,MALE,SB,7/27/2013,9/27/2013,FALSE,
CRESENT1,MALE,SB,7/29/2013,9/27/2013,FALSE,
STAR1,MALE,SB,7/26/2013,10/1/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/1/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/1/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/1/2013,FALSE,
STAR1,FEmale,SB,7/28/2013,10/1/2013,FALSE,
STAR1,FEmale,SB,7/28/2013,10/1/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,10/1/2013,FALSE,
PLANET2,MALE,SB,7/30/2013,10/1/2013,FALSE,
PLANET2,MALE,SB,7/30/2013,10/1/2013,FALSE,
PLANET2,MALE,SB,7/30/2013,10/1/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,10/1/2013,FALSE,
CRESENTCRESENT2,MALE,SB,7/30/2013,10/1/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,10/1/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,10/1/2013,FALSE,
CRESENT1,FEmale,SB,7/26/2013,10/1/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,10/1/2013,FALSE,
WAVEWAVE2,FEmale,SB,7/30/2013,10/1/2013,FALSE,
WAVEWAVE2,FEmale,SB,7/30/2013,10/1/2013,FALSE,
SPIRAL1,MALE,SB,7/27/2013,10/1/2013,FALSE,
SPIRAL1,MALE,SB,7/27/2013,10/1/2013,FALSE,
SPIRAL1,MALE,SB,7/27/2013,10/1/2013,FALSE,
SPIRAL1,MALE,SB,7/27/2013,10/1/2013,FALSE,
WAVE1,MALE,WT,7/28/2013,10/1/2013,FALSE,
WAVE1,MALE,WT,7/28/2013,10/1/2013,FALSE,
WAVE1,MALE,WT,7/28/2013,10/1/2013,FALSE,
WAVE1,MALE,WT,7/28/2013,10/1/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,10/1/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,10/1/2013,FALSE,
CRESENTCRESENT2,FEmale,WT,7/30/2013,10/1/2013,FALSE,
CRESENTCRESENT2,FEmale,WT,7/30/2013,10/1/2013,FALSE,
CRESENTCRESENT2,FEmale,WT,7/30/2013,10/1/2013,FALSE,
CRESENTCRESENT2,FEmale,WT,7/30/2013,10/1/2013,FALSE,
STARSTAR1,FEmale,WT,7/15/2013,10/1/2013,FALSE,
CRESENT1,FEmale,SB,7/27/2013,10/1/2013,FALSE,
CRESENT1,FEmale,SB,7/27/2013,10/1/2013,FALSE,
CRESENT1,FEmale,SB,7/27/2013,10/1/2013,FALSE,
CRESENT1,FEmale,SB,7/27/2013,10/1/2013,FALSE,
STARSTAR2,MALE,SB,7/31/2013,10/1/2013,FALSE,
WAVE1,MALE,WT,7/30/2013,10/4/2013,FALSE,
WAVE1,FEmale,WT,7/28/2013,10/4/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
PLANET2,FEmale,SB,8/2/2013,10/4/2013,FALSE,
STARSTAR1,FEmale,SB,7/25/2013,10/4/2013,FALSE,
STARSTAR1,FEmale,SB,7/25/2013,10/4/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/4/2013,FALSE,
PLANET1,FEmale,SB,7/27/2013,10/4/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/4/2013,FALSE,
STARSTAR1,MALE,SB,7/26/2013,10/4/2013,FALSE,
HEARTHEART1,MALE,SB,7/27/2013,10/4/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/4/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/4/2013,FALSE,
WAVE2,MALE,WT,7/30/2013,10/4/2013,FALSE,
HEART1,FEmale,SB,7/27/2013,10/4/2013,FALSE,
CRESENTCRESENT2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
STAR1,FEmale,WT,7/27/2013,10/4/2013,FALSE,
STARSTAR1,MALE,WT,7/29/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
STARSTAR2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
HEART1,MALE,WT,7/27/2013,10/4/2013,FALSE,
STAR1,FEmale,SB,7/28/2013?,10/4/2013,FALSE,
STAR1,FEmale,SB,7/28/2013?,10/4/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,10/4/2013,FALSE,
HEARTHEART1,MALE,WT,7/27/2013,10/4/2013,FALSE,
SUNSUN2,MALE,WT,7/30/2013,10/4/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
SUN2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
HEART2,MALE,WT,7/30/2013,10/4/2013,FALSE,
CRESENTCRESENT2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
CRESENTCRESENT2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
CRESENTCRESENT2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
CRESENTCRESENT2,FEmale,SB,7/30/2013,10/4/2013,FALSE,
SUNSUN2,MALE,WT,7/31/2013,10/4/2013,FALSE,
SUNSUN2,MALE,WT,7/31/2013,10/4/2013,FALSE,
CRESENT2,FEmale,SB,7/29/2013,10/4/2013,FALSE,
CRESENT2,FEmale,SB,7/29/2013,10/4/2013,FALSE,
CRESENT2,FEmale,SB,7/29/2013,10/4/2013,FALSE,
CRESENT1,MALE,SB,7/29/2013,10/4/2013,FALSE,
CRESENT1,MALE,SB,7/29/2013,10/4/2013,FALSE,
CRESENTCRESENT1,MALE,WT,7/27/2013,10/4/2013,FALSE,
CRESENTCRESENT1,MALE,SB,7/27/2013,10/4/2013,FALSE,
HEARTHEART1,MALE,WT,7/28/2013,10/4/2013,FALSE,
SPIRAL1,MALE,WT,7/25/2013,10/4/2013,FALSE,
HEART2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
WAVE2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,10/4/2013,FALSE,
CRESENT1,MALE,WT,7/25/2013,10/4/2013,FALSE,
CRESENT1,MALE,WT,7/25/2013,10/4/2013,FALSE,
SUN2,FEmale,SB,7/31/2013,10/4/2013,FALSE,
WAVEWAVE1,FEmale,SB,7/27/2013,10/4/2013,FALSE,
HEART1,FEmale,SB,7/25/2013,10/4/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,10/4/2013,FALSE,
CRESENTCRESENT1,FEmale,SB,7/27/2013,10/4/2013,FALSE,
PLANETPLANET1,MALE,SB,7/27/2013,10/4/2013,FALSE,mold in vial
PLANETPLANET1,MALE,SB,7/27/2013,10/4/2013,FALSE,mold in vial
PLANETPLANET1,MALE,SB,7/27/2013,10/4/2013,FALSE,mold in vial
PLANETPLANET1,MALE,SB,7/27/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
WAVE1,MALE,SB,7/28/2013,10/4/2013,FALSE,mold in vial
HEARTHEART2,MALE,WT,7/30/2013,10/4/2013,FALSE,mold in vial
HEARTHEART2,MALE,WT,7/30/2013,10/4/2013,FALSE,mold in vial
STARSTAR1,MALE,WT,7/26/2013,10/4/2013,FALSE,mold in vial
STARSTAR1,MALE,WT,7/26/2013,10/4/2013,FALSE,mold in vial
STARSTAR1,MALE,WT,7/26/2013,10/4/2013,FALSE,mold in vial
STARSTAR1,MALE,WT,7/26/2013,10/4/2013,FALSE,mold in vial
PLANET1,FEmale,SB,7/26/2013,10/4/2013,FALSE,mold in vial
PLANET1,FEmale,SB,7/26/2013,10/4/2013,FALSE,mold in vial
PLANET2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
SUNSUN2,FEmale,WT,7/30/2013,10/4/2013,FALSE,
SUNSUN1,MALE,SB,7/25/2013,10/4/2013,FALSE,
WAVEWAVE2,MALE,WT,7/30/2013,10/4/2013,FALSE,
STAR1,FEmale,SB,7/28/2013,10/8/2013,FALSE,
STARSTAR2,MALE,SB,7/30/2013,10/8/2013,FALSE,
