CrossName,Female,Male,Generation,Cross,Replicate,DateStarted,DateEclosed,Gender,WT,Ser/Sb,Tm6B,Tm6B+Ser/Sb,Notes
NN3,Hand-Gal4/Tm3-ser,31039/Tm6B,3,N,2,6/28/2013,7/9/2013,Female,7,8,6,1,
NN3,Hand-Gal4/Tm3-ser,31039/Tm6B,3,N,2,6/28/2013,7/9/2013,Male,8,5,3,1,
O4,Hand-Gal4/Tm3-ser,31528/Tm6B,4,O,1,6/19/2013,7/3/2013,Female,5,6,4,0,
O4,Hand-Gal4/Tm3-ser,31528/Tm6B,4,O,1,6/19/2013,7/3/2013,Male,2,4,4,2,
O5,Hand-Gal4/Tm3-ser,31528/Tm6B,5,O,1,6/24/2013,7/7/2013,Female,8,9,3,2,
O5,Hand-Gal4/Tm3-ser,31528/Tm6B,5,O,1,6/24/2013,7/7/2013,Male,3,9,3,2,
O4,Hand-Gal4/Tm3-ser,31528/Tm6B,4,O,1,6/19/2013,7/6/2013,Female,1,4,2,3,
O4,Hand-Gal4/Tm3-ser,31528/Tm6B,4,O,1,6/19/2013,7/6/2013,Male,2,3,2,6,
O6,Hand-Gal4/Tm3-ser,31528/Tm6B,6,O,1,6/28/2013,7/9/2013,Female,6,7,8,0,
O6,Hand-Gal4/Tm3-ser,31528/Tm6B,6,O,1,6/28/2013,7/9/2013,Male,3,7,0,3,
OO1,Hand-Gal4/Tm3-ser,31528/Tm6B,1,O,2,6/19/2013,7/2/2013,Female,5,5,4,1,
OO1,Hand-Gal4/Tm3-ser,31528/Tm6B,1,O,2,6/19/2013,7/2/2013,Male,1,5,2,1,
OO1,Hand-Gal4/Tm3-ser,31528/Tm6B,1,O,2,6/19/2013,7/4/2013,Female,6,5,1,0,
OO1,Hand-Gal4/Tm3-ser,31528/Tm6B,1,O,2,6/19/2013,7/4/2013,Male,6,2,2,1,
OO2,Hand-Gal4/Tm3-ser,31528/Tm6B,2,O,2,6/25/2013,7/7/2013,Female,8,10,3,3,
OO2,Hand-Gal4/Tm3-ser,31528/Tm6B,2,O,2,6/25/2013,7/7/2013,Male,3,10,3,0,
OO1,Hand-Gal4/Tm3-ser,31528/Tm6B,1,O,2,6/19/2013,7/7/2013,Female,2,6,2,3,
OO1,Hand-Gal4/Tm3-ser,31528/Tm6B,1,O,2,6/19/2013,7/7/2013,Male,3,6,4,5,
PP1,Hand-Gal4/Tm3-ser,35144/Tm6B,1,P,2,6/20/2013,7/2/2013,Female,4,2,4,2,
PP1,Hand-Gal4/Tm3-ser,35144/Tm6B,1,P,2,6/20/2013,7/2/2013,Male,5,7,2,0,
PP1,Hand-Gal4/Tm3-ser,35144/Tm6B,1,P,2,6/20/2013,7/4/2013,Female,8,0,2,3,
PP1,Hand-Gal4/Tm3-ser,35144/Tm6B,1,P,2,6/20/2013,7/4/2013,Male,6,4,0,0,
PP2,Hand-Gal4/Tm3-ser,35144/Tm6B,2,P,2,6/25/2013,7/7/2013,Female,10,7,5,6,
PP2,Hand-Gal4/Tm3-ser,35144/Tm6B,2,P,2,6/25/2013,7/7/2013,Male,5,8,5,4,
PP1,Hand-Gal4/Tm3-ser,35144/Tm6B,1,P,2,6/20/2013,7/6/2013,Female,0,1,1,1,
PP1,Hand-Gal4/Tm3-ser,35144/Tm6B,1,P,2,6/20/2013,7/6/2013,Male,3,1,3,2,
Q3,Hand-Gal4/Tm3-ser,31529/Tm6B,3,Q,1,6/21/2013,7/2/2013,Female,4,4,5,4,
Q3,Hand-Gal4/Tm3-ser,31529/Tm6B,3,Q,1,6/21/2013,7/2/2013,Male,8,8,1,1,
Q2,Hand-Gal4/Tm3-ser,31529/Tm6B,2,Q,1,6/17/2013,7/2/2013,Female,5,2,3,1,
Q2,Hand-Gal4/Tm3-ser,31529/Tm6B,2,Q,1,6/17/2013,7/2/2013,Male,2,5,3,3,
Q3,Hand-Gal4/Tm3-ser,31529/Tm6B,3,Q,1,6/21/2013,7/4/2013,Female,5,5,2,5,
Q3,Hand-Gal4/Tm3-ser,31529/Tm6B,3,Q,1,6/21/2013,7/4/2013,Male,1,7,0,4,
Q3,Hand-Gal4/Tm3-ser,31529/Tm6B,3,Q,1,6/21/2013,7/7/2013,Female,2,6,5,1,
Q3,Hand-Gal4/Tm3-ser,31529/Tm6B,3,Q,1,6/21/2013,7/7/2013,Male,0,9,5,0,
Q4,Hand-Gal4/Tm3-ser,31529/Tm6B,4,Q,1,6/26/2013,7/7/2013,Female,9,7,0,2,
Q4,Hand-Gal4/Tm3-ser,31529/Tm6B,4,Q,1,6/26/2013,7/7/2013,Male,1,8,0,2,
QQ1,Hand-Gal4/Tm3-ser,31529/Tm6B,1,Q,2,6/21/2013,7/2/2013,Female,7,9,7,0,
QQ1,Hand-Gal4/Tm3-ser,31529/Tm6B,1,Q,2,6/21/2013,7/2/2013,Male,8,3,2,0,
QQ1,Hand-Gal4/Tm3-ser,31529/Tm6B,1,Q,2,6/21/2013,7/4/2013,Female,4,5,4,1,
QQ1,Hand-Gal4/Tm3-ser,31529/Tm6B,1,Q,2,6/21/2013,7/4/2013,Male,3,4,6,3,
QQ1,Hand-Gal4/Tm3-ser,31529/Tm6B,1,Q,2,6/21/2013,7/7/2013,Female,2,7,6,2,
QQ1,Hand-Gal4/Tm3-ser,31529/Tm6B,1,Q,2,6/21/2013,7/7/2013,Male,2,7,7,3,
QQ2,Hand-Gal4/Tm3-ser,31529/Tm6B,2,Q,2,6/26/2013,7/8/2013,Female,5,5,4,5,
QQ2,Hand-Gal4/Tm3-ser,31529/Tm6B,2,Q,2,6/26/2013,7/8/2013,Male,3,5,1,4,
R2,Hand-Gal4/Tm3-ser,31314/Tm6B,2,R,1,6/19/2013,7/2/2013,Female,4,2,2,2,
R2,Hand-Gal4/Tm3-ser,31314/Tm6B,2,R,1,6/19/2013,7/2/2013,Male,5,2,2,2,
R3,Hand-Gal4/Tm3-ser,31314/Tm6B,3,R,1,6/24/2013,7/7/2013,Female,10,3,3,0,
R3,Hand-Gal4/Tm3-ser,31314/Tm6B,3,R,1,6/24/2013,7/7/2013,Male,7,9,2,1,
S1,C179-Gal4/IIF-451,34814/Tm6B,1,S,1,6/26/2013,7/8/2013,Female,14,0,16,0,
S1,C179-Gal4/IIF-451,34814/Tm6B,1,S,1,6/26/2013,7/8/2013,Male,3,0,17,0,
T1,C179-Gal4/IIF-451,31529/Tm6B,1,T,1,6/26/2013,7/8/2013,Female,15,0,12,0,
T1,C179-Gal4/IIF-451,31529/Tm6B,1,T,1,6/26/2013,7/8/2013,Male,4,0,12,0,
U1,C179-Gal4/IIF-451,31528/Tm6B,1,U,1,6/26/2013,7/8/2013,Female,13,0,16,0,
U1,C179-Gal4/IIF-451,31528/Tm6B,1,U,1,6/26/2013,7/8/2013,Male,9,0,9,0,
T2,C179-Gal4/IIF-451,31529/Tm6B,2,T,1,7/1/2013,7/11/2013,Female,10,0,15,0,
T2,C179-Gal4/IIF-451,31529/Tm6B,2,T,1,7/1/2013,7/11/2013,Male,0,0,4,0,
U1,C179-Gal4/IIF-451,31528/Tm6B,1,U,1,6/26/2013,7/10/2013,Female,4,0,9,0,
U1,C179-Gal4/IIF-451,31528/Tm6B,1,U,1,6/26/2013,7/10/2013,Male,3,0,13,0,
x-K6,24B-Gal4/Tm3-ser,31528/Tm6B,6,K,1,6/18/2013,7/8/2013,Female,0,8,2,4,
x-K6,24B-Gal4/Tm3-ser,31528/Tm6B,6,K,1,6/18/2013,7/8/2013,Male,0,2,3,3,
x-HH5,24B-Gal4/Tm3-sb,34814/Tm6B,5,H,2,6/18/2013,7/8/2013,Female,0,5,4,3,
x-HH5,24B-Gal4/Tm3-sb,34814/Tm6B,5,H,2,6/18/2013,7/8/2013,Male,0,6,4,2,
x-KK4,24B-Gal4/Tm3-ser,31528/Tm6B,4,K,2,6/18/2013,7/8/2013,Female,0,4,4,6,
x-KK4,24B-Gal4/Tm3-ser,31528/Tm6B,4,K,2,6/18/2013,7/8/2013,Male,0,3,3,3,
x-BB5,24B-Gal4/Tm3-ser,34814/Tm6B,5,B,2,6/18/2013,7/8/2013,Female,0,6,3,3,
x-BB5,24B-Gal4/Tm3-ser,34814/Tm6B,5,B,2,6/18/2013,7/8/2013,Male,0,2,6,3,
x-CC4,24B-Gal4/Tm3-sb,31528/Tm6B,4,C,2,6/18/2013,7/8/2013,Female,0,6,3,2,
x-CC4,24B-Gal4/Tm3-sb,31528/Tm6B,4,C,2,6/18/2013,7/8/2013,Male,0,7,3,1,
x-E6,24B-Gal4/Tm3-ser,31529/Tm6B,6,E,1,6/18/2013,7/9/2013,Female,0,4,3,3,
x-E6,24B-Gal4/Tm3-ser,31529/Tm6B,6,E,1,6/18/2013,7/9/2013,Male,0,6,3,2,
x-EE5,24B-Gal4/Tm3-ser,31529/Tm6B,5,E,2,6/18/2013,7/9/2013,Female,0,6,0,1,
x-EE5,24B-Gal4/Tm3-ser,31529/Tm6B,5,E,2,6/18/2013,7/9/2013,Male,0,6,0,4,
x-BBB5,24B-Gal4/Tm3-ser,34814/Tm6B,5,B,3,6/18/2013,7/9/2013,Female,0,2,4,4,
x-BBB5,24B-Gal4/Tm3-ser,34814/Tm6B,5,B,3,6/18/2013,7/9/2013,Male,0,2,1,3,
S2,C179-Gal4/IIF-451,34814/Tm6B,2,S,1,7/1/2013,7/11/2013,Female,3,0,17,0,
S2,C179-Gal4/IIF-451,34814/Tm6B,2,S,1,7/1/2013,7/11/2013,Male,5,0,22,0,
S1,C179-Gal4/IIF-451,34814/Tm6B,1,S,1,6/26/2013,7/11/2013,Female,2,0,6,0,
S1,C179-Gal4/IIF-451,34814/Tm6B,1,S,1,6/26/2013,7/11/2013,Male,3,0,8,0,
T1,C179-Gal4/IIF-451,31529/Tm6B,1,T,1,6/26/2013,7/11/2013,Female,2,0,13,0,
T1,C179-Gal4/IIF-451,31529/Tm6B,1,T,1,6/26/2013,7/11/2013,Male,3,0,7,0,
U2,C179-Gal4/IIF-451,31528/Tm6B,2,U,1,7/1/2013,7/11/2013,Female,11,0,17,0,
U2,C179-Gal4/IIF-451,31528/Tm6B,2,U,1,7/1/2013,7/11/2013,Male,10,0,8,0,
S2,C179-Gal4/IIF-451,34814/Tm6B,2,U,1,7/1/2013,7/14/2013,Female,3,0,13,0,
S2,C179-Gal4/IIF-451,34814/Tm6B,2,U,1,7/1/2013,7/14/2013,Male,2,0,12,0,
T3,C179-Gal4/IIF-451,31529/Tm6B,3,T,1,7/5/2013,7/15/2013,Female,12,0,18,0,
T3,C179-Gal4/IIF-451,31529/Tm6B,3,T,1,7/5/2013,7/15/2013,Male,1,0,6,0,
T2,C179-Gal4/IIF-451,31529/Tm6B,2,T,1,7/1/2013,7/13/2013,Female,13,0,9,0,
T2,C179-Gal4/IIF-451,31529/Tm6B,2,T,1,7/1/2013,7/13/2013,Male,2,0,13,0,
U1,C179-Gal4/IIF-451,31528/Tm6B,1,U,1,6/26/2013,7/13/2013,Female,1,0,6,0,
U1,C179-Gal4/IIF-451,31528/Tm6B,1,U,1,6/26/2013,7/13/2013,Male,5,0,7,0,
U2,C179-Gal4/IIF-451,31528/Tm6B,2,U,1,7/1/2013,7/14/2013,Female,5,0,12,0,
U2,C179-Gal4/IIF-451,31528/Tm6B,2,U,1,7/1/2013,7/14/2013,Male,6,0,12,0,
U3,C179-Gal4/IIF-451,31528/Tm6B,3,U,1,7/5/2013,7/14/2013,Female,23,0,14,0,
U3,C179-Gal4/IIF-451,31528/Tm6B,3,U,1,7/5/2013,7/14/2013,Male,6,0,1,0,
x-KK4,24B-Gal4/Tm3-ser,31528/Tm6B,4,K,2,6/18/2013,7/13/2013,Female,0,7,10,3,
x-KK4,24B-Gal4/Tm3-ser,31528/Tm6B,4,K,2,6/18/2013,7/13/2013,Male,0,4,3,10,
x-CC4,24B-Gal4/Tm3-sb,31528/Tm6B,4,C,2,6/18/2013,7/13/2013,Female,0,9,9,6,
x-CC4,24B-Gal4/Tm3-sb,31528/Tm6B,4,C,2,6/18/2013,7/13/2013,Male,0,4,8,0,
x-K6,24B-Gal4/Tm3-ser,31528/Tm6B,6,K,1,6/18/2013,7/12/2013,Female,0,7,7,8,
x-K6,24B-Gal4/Tm3-ser,31528/Tm6B,6,K,1,6/18/2013,7/12/2013,Male,0,7,3,5,
x-HH5,24B-Gal4/Tm3-sb,34814/Tm6B,5,H,2,6/18/2013,7/13/2013,Female,0,3,6,3,
x-HH5,24B-Gal4/Tm3-sb,34814/Tm6B,5,H,2,6/18/2013,7/13/2013,Male,0,5,3,5,
S3,C179-Gal4/IIF-451,34814/Tm6B,3,S,1,7/5/2013,7/16/2013,Female,8,0,27,0,
S3,C179-Gal4/IIF-451,34814/Tm6B,3,S,1,7/5/2013,7/16/2013,Male,7,0,32,0,
T3,C179-Gal4/IIF-451,31529/Tm6B,3,T,1,7/5/2013,7/16/2013,Female,9,0,19,0,
T3,C179-Gal4/IIF-451,31529/Tm6B,3,T,1,7/5/2013,7/16/2013,Male,3,0,29,0,
U3,C179-Gal4/IIF-451,31528/Tm6B,3,U,1,7/5/2013,7/16/2013,Female,12,0,20,0,
U3,C179-Gal4/IIF-451,31528/Tm6B,3,U,1,7/5/2013,7/16/2013,Male,14,0,32,0,
S4,C179-Gal4/IIF-451,34814/Tm6B,4,S,1,7/10/2013,7/21/2013,Female,2,0,18,0,
S4,C179-Gal4/IIF-451,34814/Tm6B,4,S,1,7/10/2013,7/21/2013,Male,8,0,18,0,
T4,C179-Gal4/IIF-451,31529/Tm6B,4,T,1,7/10/2013,7/21/2013,Female,21,0,25,0,
T4,C179-Gal4/IIF-451,31529/Tm6B,4,T,1,7/10/2013,7/21/2013,Male,5,0,26,0,
x-EE6,24B-Gal4/Tm3-ser,31529/Tm6B,6,E,2,6/26/2013,7/15/2013,Female,0,7,6,1,
x-EE6,24B-Gal4/Tm3-ser,31529/Tm6B,6,E,2,6/26/2013,7/15/2013,Male,0,7,2,4,
x-BBB6,24B-Gal4/Tm3-ser,34814/Tm6B,6,B,3,6/26/2013,7/15/2013,Female,0,1,7,3,
x-BBB6,24B-Gal4/Tm3-ser,34814/Tm6B,6,B,3,6/26/2013,7/15/2013,Male,0,4,7,1,
x-E7,24B-Gal4/Tm3-ser,31529/Tm6B,7,E,1,6/26/2013,7/15/2013,Female,0,5,4,2,
x-E7,24B-Gal4/Tm3-ser,31529/Tm6B,7,E,1,6/26/2013,7/15/2013,Male,0,6,3,0,
x-BB6,24B-Gal4/Tm3-ser,34814/Tm6B,6,B,2,6/26/2013,7/15/2013,Female,0,8,5,5,
x-BB6,24B-Gal4/Tm3-ser,34814/Tm6B,6,B,2,6/26/2013,7/15/2013,Male,0,2,0,0,
x-HH6,24B-Gal4/Tm3-sb,34814/Tm6B,6,H,2,6/26/2013,7/15/2013,Female,0,9,3,5,
x-HH6,24B-Gal4/Tm3-sb,34814/Tm6B,6,H,2,6/26/2013,7/15/2013,Male,0,8,1,0,
x-BB7,24B-Gal4/Tm3-ser,34814/Tm6B,7,B,2,7/3/2013,7/21/2013,Female,0,11,6,8,
x-BB7,24B-Gal4/Tm3-ser,34814/Tm6B,7,B,2,7/3/2013,7/21/2013,Male,0,8,8,4,
x-BBB7,24B-Gal4/Tm3-ser,34814/Tm6B,7,B,3,7/3/2013,7/21/2013,Female,0,6,1,5,
x-BBB7,24B-Gal4/Tm3-ser,34814/Tm6B,7,B,3,7/3/2013,7/21/2013,Male,0,7,3,4,
S4,C179-Gal4/IIF-451,34814/Tm6B,4,S,1,7/10/2013,7/23/2013,Female,2,0,13,0,
S4,C179-Gal4/IIF-451,34814/Tm6B,4,S,1,7/10/2013,7/23/2013,Male,3,0,5,0,
T4,C179-Gal4/IIF-451,31529/Tm6B,4,T,1,7/10/2013,7/24/2013,Female,8,0,12,0,
T4,C179-Gal4/IIF-451,31529/Tm6B,4,T,1,7/10/2013,7/24/2013,Male,1,0,5,0,
x-E8,24B-Gal4/Tm3-ser,31529/Tm6B,8,E,1,7/3/2013,7/21/2013,Female,0,3,6,2,
x-E8,24B-Gal4/Tm3-ser,31529/Tm6B,8,E,1,7/3/2013,7/21/2013,Male,0,2,6,2,
x-E8,24B-Gal4/Tm3-ser,31529/Tm6B,8,E,1,7/3/2013,7/24/2013,Female,0,2,3,4,
x-E8,24B-Gal4/Tm3-ser,31529/Tm6B,8,E,1,7/3/2013,7/24/2013,Male,0,6,4,3,
x-EE7,24B-Gal4/Tm3-ser,31529/Tm6B,7,E,2,7/3/2013,7/23/2013,Female,0,5,3,2,
x-EE7,24B-Gal4/Tm3-ser,31529/Tm6B,7,E,2,7/3/2013,7/23/2013,Male,0,0,0,1,
S5,C179-Gal4/IIF-451,34814/Tm6B,5,S,1,7/15/2013,7/27/2013,Female,5,0,14,0,
S5,C179-Gal4/IIF-451,34814/Tm6B,5,S,1,7/15/2013,7/27/2013,Male,4,0,27,0,
S6,C179-Gal4/IIF-451,34814/Tm6B,6,S,1,7/19/2013,7/29/2013,Female,3,0,10,0,
S6,C179-Gal4/IIF-451,34814/Tm6B,6,S,1,7/19/2013,7/29/2013,Male,0,0,9,0,
S6,C179-Gal4/IIF-451,34814/Tm6B,6,S,1,7/19/2013,7/30/2013,Female,2,0,10,0,
S6,C179-Gal4/IIF-451,34814/Tm6B,6,S,1,7/19/2013,7/30/2013,Male,6,0,12,0,
S7,C179-Gal4/IIF-451,34814/Tm6B,7,S,1,7/24/2013,8/4/2013,Female,7,0,16,0,
S7,C179-Gal4/IIF-451,34814/Tm6B,7,S,1,7/24/2013,8/4/2013,Male,7,0,9,0,
S7,C179-Gal4/IIF-451,34814/Tm6B,7,S,1,7/24/2013,8/6/2013,Female,1,0,8,0,
S7,C179-Gal4/IIF-451,34814/Tm6B,7,S,1,7/24/2013,8/6/2013,Male,4,0,12,0,
GGG1,24B-Gal4/Tm3-sb,31529/Tm6B,3,G,1,,8/19/2013,Female,0,3,2,0,
GGG1,24B-Gal4/Tm3-sb,31529/Tm6B,3,G,1,,8/19/2013,Male,0,2,3,0,
RRR2,Hand-Gal4/Tm3-ser,31314/Tm6B,2,R,3,,8/23/2013,Female,8,8,3,0,
RRR2,Hand-Gal4/Tm3-ser,31314/Tm6B,2,R,3,,8/23/2013,Male,6,4,4,1,